,LPS,NACE (DELETE!),GNFR,E-PRTR/PRTR Facility ID,Height class (TODO),Longitude,Latitude,NOx (as NO2) [kt],NMVOC [kt],SOx (as SO2) [kt],NH3 [kt],PM2.5 [kt],PM10 [kt],CO [kt],Pb [t],Cd [t],Hg [t],PCDD/ PCDF (dioxins/ furans) [g I-Teq],PAHs [t],HCB [kg],PCBs [kg]
160,"Birkenhäger, Martin",146: Raising of swine/pigs,,06-05-766-9972680,,8.84595292974752,52.095047991235,,,,0.0101,,,,,,,,,,
161,Bischof + Klein SE & Co. KG,2222: Manufacture of plastic packing goods,E_Solvents,06-09-278-0065-0001,,12.7237156182464,49.0794634647683,,,0.259,,,,,,,,,,,
162,Bischof + Klein SE & Co. KG,2222: Manufacture of plastic packing goods,E_Solvents,06-05-566-0106131,,7.85941624890976,52.1794169723729,,,0.444,,,,,,,,,,,
163,Blue Cube Germany Assets GmbH & Co. KG,2014: Manufacture of other organic basic chemicals,B_Industry,03-03-03030110310,,9.49786657977606,53.6383617005606,,,,,,,,,,,,,,
164,Bodenkamp van Bebber Veredelung GmbH & Co. KG,146: Raising of swine/pigs,,03-88-45602025310,,7.28005556328764,52.3165633519159,,,,0.0169,,,,,,,,,,
165,Boehringer Ingelheim Pharma GmbH & Co. KG,2120: Manufacture of pharmaceutical preparations,B_Industry,07-04-6100969,,8.04413726792574,49.9756034102754,,,,,,,,,,,,,,
166,Bosch Rexroth AG - Rexroth Guss,2451: Casting of iron,B_Industry,06-09-677-0039-0001,,9.57674610138446,49.9971842171603,,,,,,,,,,,,,,
167,"Braunschweiger Versorgungs AG & Co. KG, Heizkraftwerk Mitte",3511: Production of electricity,A_PublicPower,03-01-01010157480,,10.514704815737,52.2779689900758,0.55,0.178,,,,,,,,,,,,
168,"Brimmers, Josef",146: Raising of swine/pigs,,06-05-154-9983103,,6.37032159147882,51.4448841941383,,,,0.0164,,,,,,,,,,
169,Bring Bau KG,146: Raising of swine/pigs,,01-40-54016048532,,8.85895861481288,54.8135330230373,,,,0.0264,,,,,,,,,,
170,Broiler Geflügelerzeuger GmbH Gr. Hesepe & Co. KG,147: Raising of poultry,,03-86-45401415870,,7.23134819369925,52.6095104385919,,,,0.0121,,,,,,,,,,
171,Broiler Geflügelerzeuger GmbH Twist & Co. KG,147: Raising of poultry,,03-86-45403550220,,7.20083576854518,52.7325705596966,,,,0.0132,,,,,,,,,,
172,Broiler Geflügelerzeuger GmbH. Wietmarschen & Co.KG,147: Raising of poultry,,03-53-45403289850,,7.22406717824927,52.5415808274591,,,,0.0102,,,,,,,,,,
173,Broilermastanlage Parchim,147: Raising of poultry,,13-40-4170,,11.8735495792061,53.4424796564871,,,,0.0163,,,,,,,,,,
174,Broilermastanlage Vetschau,147: Raising of poultry,,12-40660290000,,14.1058751786006,51.7682769957405,,,,0.0116,,,,,,,,,,
175,Bruns Geflügel KG,147: Raising of poultry,,03-90-45800328490,,8.37296960172055,52.99795557446,,,,0.0371,,,,,,,,,,
176,Bruns Vieh Import/Export,146: Raising of swine/pigs,,03-88-45601238270,,6.73554774098926,52.6267653833998,,,,0.0133,,,,,,,,,,
177,Brökelmann + Co Oelmühle GmbH + Co,1041: Manufacture of oils and fats,B_Industry,06-05-915-0041402,,7.78319729004987,51.6783924395578,,,0.179,,,,,,,,,,,
178,"Brösterhaus, Norbert",146: Raising of swine/pigs,,06-05-554-0212563,,6.91429973890862,51.8217489492948,,,,0.0112,,,,,,,,,,
179,Brüterei Süd - Farm Kaulhausen,147: Raising of poultry,,06-09-375-0016-0003,,12.0270592613646,49.0848534816876,,,,0.0417,,,,,,,,,,
180,Brüterei Süd - Farm Kürnberg,147: Raising of poultry,,06-09-375-0016-0004,,12.0565040463125,49.1559932342046,,,,0.0612,,,,,,,,,,
181,Brüterei Süd - Farm Moosham,147: Raising of poultry,,06-09-375-0016-0005,,12.2755958320779,48.9223968006396,,,,0.0392,,,,,,,,,,
182,Brüterei Süd - Farm Oberhub,147: Raising of poultry,,06-09-375-0016-0006,,12.0724830042196,49.1439298540121,,,,0.0612,,,,,,,,,,
183,"Buchmann GmbH,  Kartonfabrik .",1712: Manufacture of paper and paperboard,B_Industry,07-05-8225833,,7.93574138298409,49.2094423913026,0.224,,,,,,,,,,,,,
184,Buderus Edelstahl GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,06-00080400532,,8.48922868629108,50.5749411800312,1.506,,,,,,,,,,,,,
185,Buderus Guss GmbH,2451: Casting of iron,B_Industry,06-00000700534,,8.45113788881445,50.8891630967455,,,,,,,,,,,,,,
186,Bunge Deutschland GmbH,1041: Manufacture of oils and fats,B_Industry,06-08-6708382,,8.4502832308703,49.5068628796306,,,0.446,,,,,,,,,,,
187,Börde Broiler GmbH - Quedlinburg,147: Raising of poultry,,12979,,11.1270442985797,51.8076090637995,,,,0.0114,,,,,,,,,,
188,Börde Puten Aufzucht Klein Oschersleben KG,147: Raising of poultry,,11478,,11.3510151017986,52.0115463308824,,,,0.0353,,,,,,,,,,
189,CAE Geflügel GmbH,147: Raising of poultry,,16-78-41300000029,,10.8287643875817,50.8930525792305,,,,0.123,,,,,,,,,,
190,CEMEX Zement GmbH,2351: Manufacture of cement,3.c.i,12-30640030000,,13.8369291710776,52.4890692646813,2.78,2.54,,0.0214,,,2.06,,,,,,,
191,CF Carbons GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,06-00457010412,,8.53975039857687,50.0944715878678,,,,,,,,,,,,,,
192,CIECH Energy Deutschland GmbH,3530: Steam and air conditioning supply,A_PublicPower,14326,,11.5733629940486,51.8636252679839,0.182,,,,,,,,,,,,,
193,CIECH Soda Deutschland GmbH & Co. KG,2013: Manufacture of other inorganic basic chemicals,B_Industry,16584,,11.564549152355,51.8897185010909,0.153,,,,,,,,,,,,,
194,CORDENKA GmbH & Co. KG,2060: Manufacture of man-made fibres,B_Industry,06-09-676-0081-0001,,9.15018333240423,49.830463918813,,,5.56,,,,,,,,,,,
195,CURRENTA GmbH & Co. OHG,3530: Steam and air conditioning supply,A_PublicPower,06-05-100-9021016,,6.66238453153661,51.3681904153109,1.278,0.8190000000000001,,,,,,,,,,,,
196,CURRENTA GmbH & Co. OHG,3530: Steam and air conditioning supply,A_PublicPower,06-05-300-9046797,,6.98590089995226,51.0222086808895,0.303,0.294,,,,,,,,,,,,
197,CURRENTA GmbH & Co. OHG,3530: Steam and air conditioning supply,A_PublicPower,06-05-300-9046923,,6.83766703059999,51.0752300157442,,,,,,,,,,,,,,
198,Calcis Lienen GmbH & Co.KG,2352: Manufacture of lime and plaster,3.c.iii,06-05-500-0109203,,7.96905593015357,52.1627406277131,0.115,,,,,,0.971,,,,,,,
199,Calcis Warstein GmbH & Co. KG,2352: Manufacture of lime and plaster,3.c.iii,06-05-900-0840277,,8.37499154090088,51.4361004123644,,,,,,,,,,,,,,
200,Carbosulf Chemische Werke GmbH,2059: Manufacture of other chemical products n.e.c.,B_Industry,06-05-300-0129899,,6.94363374528436,51.0016051895681,,0.492,,,,,,,,,,,,
201,Cargill Deutschland GmbH,1062: Manufacture of starches and starch products,B_Industry,11652,,11.8756738533342,51.9833148763735,0.46499999999999997,,,,,,,,,,,,,
202,Cargill GmbH,1041: Manufacture of oils and fats,B_Industry,03-01-01010891110,,10.4260825185819,52.1922078093094,,,0.188,,,,,,,,,,,
203,Carsten Hillmann Köster,146: Raising of swine/pigs,,03-65-25103900690,,8.92449407908633,52.8395077389386,,,,0.0145,,,,,,,,,,
204,Clarios Recycling GmbH,"2443: Lead, zinc and tin production",B_Industry,07-01-159368,,7.38186786183661,50.6976666502003,,0.314,,,,,,,,,0.22,,,
205,Cobb Germany Avimex GmbH Großelterntierhaltung Wiesenena,147: Raising of poultry,,14-82-56202720001,,12.1812035481497,51.4574317512124,,,,0.0146,,,,,,,,,,
206,Cobb Germany Avimex GmbH-Großelterntierhaltung (Radefeld 1),147: Raising of poultry,,14-82-54242790001,,12.2960221026999,51.434729583245,,,,0.0182,,,,,,,,,,
207,Cobb Germany Avimex GmbH-Großelterntierhaltung (Radefeld 3),147: Raising of poultry,,14-82-54242800000,,12.2968563526242,51.4305935819504,,,,0.0182,,,,,,,,,,
208,Compo Expert GmbH Werk Krefeld,2015: Manufacture of fertilisers and nitrogen compounds,B_Industry,06-05-100-0023253,,6.67123966943617,51.3369522462857,,,,,,,,,,,,,,
209,Constantia Ebert GmbH Constantia Ebert GmbH,2222: Manufacture of plastic packing goods,E_Solvents,06-22340010414,,8.21151751510655,50.0493998552125,,,0.119,,,,,,,,,,,
210,Constantia Pirk GmbH & Co. KG,1812: Other printing,E_Solvents,06-09-374-0037-0001,,12.1542581786889,49.638877614109,,,0.569,,,,,,,,,,,
211,Covestro Deutschland AG,2014: Manufacture of other organic basic chemicals,B_Industry,01-10-51011008963,,9.18659604122204,53.9019608563248,0.428,,,,,,,,,,,,,
212,CropEnergies Bioethanol GmbH,2013: Manufacture of other inorganic basic chemicals,B_Industry,16874,,12.116388985444,51.0538529142495,0.61,0.658,,,,,,,,0.029,,,,
213,Currenta GmbH & Co. OHG Entsorgungszentrum Bürrig,3530: Steam and air conditioning supply,J_Waste,06-05-300-9970711,,6.9682345553985,51.041409915131,0.5249999999999999,,,,,,,,,,,,,
214,DAN-Mast Rubkow GmbH,146: Raising of swine/pigs,,13-60-80455,,13.7257365972489,53.9386692665584,,,,0.0353,,,,,,,,,,
215,DEMVA GmbH,146: Raising of swine/pigs,,17355,,12.2542907955145,52.4466577323456,,,,0.0351,,,,,,,,,,
216,DK Recycling und Roheisen GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,06-05-100-0388700,,6.741991277819,51.4222829750554,,2.964,,,,,,,,,3.684,,,
217,"DKC GmbH & Co. KG Klinker, Matthias",146: Raising of swine/pigs,,03-85-45300616750,,7.92937327375505,52.6879479590629,,,,0.0128,,,,,,,,,,
218,DODUCO Betreibergemeinschaftsgesellschaft bR,2441: Precious metals production,B_Industry,06-08-7056613,,8.75184042485385,48.8870997351799,,,,,,,,,,,,,,
219,DOW Deutschland AnlagenGmbH Werk Rheinmünster,2014: Manufacture of other organic basic chemicals,B_Industry,06-08-3643689,,8.01522457055684,48.7529974689561,,,0.118,,,,,,,,,,,
220,DREWAG AMD EVC 2 EnergyCenter Wilschdorf,3530: Steam and air conditioning supply,A_PublicPower,14-70-52316700250,,13.7127734895108,51.126363888579,0.423,,,,,,,,,,,,,
221,DREWAG Gasturbinen-Heizkraftwerk Nossener Brücke,3530: Steam and air conditioning supply,A_PublicPower,14-70-52316709002,,13.7081862860674,51.0417895050094,0.464,,,,,,,,,,,,,
222,DS Schweinemast GmbH Dirk Schwertmann,146: Raising of swine/pigs,,03-92-46000500830,,8.15043505957561,52.5683879317539,,,,0.0165,,,,,,,,,,
223,DS Smith Paper Deutschland GmbH Werk Aschaffenburg,1712: Manufacture of paper and paperboard,B_Industry,06-09-661-0020-0001,,9.15584930543747,49.9881787406548,,,,,,,,,,,,,,
224,DSM Nutritional Products GmbH,3511: Production of electricity,A_PublicPower,06-08-34064722,,7.66222075618453,47.5501286610169,,,,,,,,,,,,,,
225,Daikin Refrigerants Frankfurt GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,06-00412010412,,8.54037710648109,50.0947259013349,,,,,,,,,,,,,,
226,Daimler AG,2910: Manufacture of motor vehicles,E_Solvents,07-05-8188332,,8.29303600014727,49.0472673215058,,,0.467,,,,,,,,,,,
227,"Daimler AG , Mercedes Benz Werk Bremen",2910: Manufacture of motor vehicles,E_Solvents,06-04-11/2047493/0/0,,8.9077912976367,53.0640358437929,,,0.438,,,,,,,,,,,
228,Daimler AG Mercedes Benz Werk Mannheim Eisengießer,2451: Casting of iron,B_Industry,06-08-9000003,,8.4853694468668,49.5198509567913,,,,,,,,,,,,,,
229,"Daimler AG Mercedes Benz Werk Rastatt, PKW-Werk",2910: Manufacture of motor vehicles,E_Solvents,06-08-9058966,,8.18323613109373,48.8592945623942,,,1.407,,,,,,,,,,,
230,Daimler AG Mercedes-Benz Werk Düsseldorf,2910: Manufacture of motor vehicles,A_PublicPower,06-05-100-0154540,,6.78638504034208,51.2544670404584,,,0.711,,,,,,,,,,,
231,Daimler AG Mercedes-Benz Werk Sindelfingen,2910: Manufacture of motor vehicles,E_Solvents,06-08-1574906,,8.99609953076212,48.6999362709104,0.735,,2.325,,,,,,,,,,,
232,Danpower Energie Service GmbH - Biomassekraftwerk (BMKW) Delitzsch,3822: Treatment and disposal of hazardous waste,J_Waste,14-82-00001110000,,12.3002315687807,51.5072553854653,0.31,,,,,,,,,,,,,
233,Danpower GmbH Biomasse-HKW Elsterwerda,3511: Production of electricity,J_Waste,12-40621060000,,13.5047333343766,51.4660611425215,0.136,,,,,,,,,,,,,
234,"Dassau, Andre",146: Raising of swine/pigs,,01-30-62090493812,,10.1866327795443,53.6880159942246,,,,0.0104,,,,,,,,,,
235,De Driemaat GbR,147: Raising of poultry,,03-88-45600100470,,7.17387213819053,52.2684912971476,,,,0.0228,,,,,,,,,,
236,Demva GmbH,146: Raising of swine/pigs,,13-30-556,,11.8990589144889,53.9208984561347,,,,0.0794,,,,,,,,,,
237,Deponie Am Bastwald Entsorgungszentrum Vogelsberg,3811: Collection of non-hazardous waste,5.d,06-00001580535,,9.36838965983728,50.7001048714164,,,,,,,,,,,,,,
238,Deponie Beinrode / Deponie,3821: Treatment and disposal of non-hazardous waste,5.d,16-30-30400024001,,10.3135786243519,51.3627209117273,,,,,,,,,,,,,,
239,Deponie Beselich,3822: Treatment and disposal of hazardous waste,5.d,06-00815100533,,8.14786019858362,50.4743219760528,,,,,,,,,,,,,,
240,Deponie Burghof Vaihingen - Horrheim DKI; DKII,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-8596239,,8.95881827031245,48.9856645846058,,,,,,,,,,,,,,
241,Deponie Dorfweiher Hausmülldeponie,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-9307419,,9.16185334607478,47.7015563107528,,,,,,,,,,,,,,
242,Deponie Dyckerhoffbruch,3821: Treatment and disposal of non-hazardous waste,5.d,06-59940860414,,8.26365006174524,50.0445616985304,,,,,,,,,,,,,,
243,Deponie Eberstadt DK0; DKII,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-8887489,,9.33074501118727,49.1927869707896,,,,,,,,,,,,,,
244,Deponie Eichholz Winnenden DKI,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-9022481,,9.40771717215637,48.8615475799371,,,,,,,,,,,,,,
245,Deponie Ellert Essingen DKII,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-8749949,,9.99393690968796,48.8311490678809,,,,,,,,,,,,,,
246,Deponie Groitzsch-Wischstauden,3821: Treatment and disposal of non-hazardous waste,5.d,14-80-56170730003,,12.3010630320704,51.163769340316,,,,,,,,,,,,,,
247,Deponie Großlöbichau,3821: Treatment and disposal of non-hazardous waste,5.d,16-30-31400201002,,11.6927534092815,50.9187485553625,,,,,,,,,,,,,,
248,Deponie Hailer (Main-Kinzig-Kreis Eigenbetrieb Abfallwirtschaft),3821: Treatment and disposal of non-hazardous waste,5.d,06-00373020435,,9.1786665502232,50.1786283203565,,,,,,,,,,,,,,
249,Deponie MTW,3821: Treatment and disposal of non-hazardous waste,5.d,13-40-1300668,,11.4325208340024,53.9002594288308,,,,,,,,,,,,,,
250,Deponie Mannheim,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-9537252,,8.45679470848908,49.5275548525191,,,,,,,,,,,,,,
251,Deponie Mihla-Buchenau,3821: Treatment and disposal of non-hazardous waste,5.d,16-30-32400027002,,10.2986071302392,51.0618043523635,,,,,,,,,,,,,,
252,Deponie München NORDWEST,3821: Treatment and disposal of non-hazardous waste,5.d,06-09-100-8012-0001,,11.6235783544352,48.2265969101734,,,,,,,,,,,,,,
253,Deponie Plau,3821: Treatment and disposal of non-hazardous waste,5.d,13-40-4361,,12.2678558911849,53.4451152883728,,,,,,,,,,,,,,
254,Deponie Reutehau Ellwangen-Killingen DKII,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-9749667,,10.2355017996785,48.9119280097477,,,,,,,,,,,,,,
255,Deponie Reutlingen Schinderteich,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-8944849,,9.15797486355664,48.4646743733813,,,,,,,,,,,,,,
256,Deponie Schwaigern-Stetten DK0; DKII,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-9472002,,9.01889658521618,49.1135239813062,,,,,,,,,,,,,,
257,Deponie Tuningen Hausmülldeponie,3821: Treatment and disposal of non-hazardous waste,5.d,06-08-9600957,,8.63693244668898,48.0328307690242,,,,,,,,,,,,,,
258,Deponie Warden AWA Entsorgung GmbH,3811: Collection of non-hazardous waste,5.d,06-05-300-0396185,,6.2286354465461,50.8549155716205,,,,,,,,,,,,,,
259,Deponie Watenbüttel Stadt Braunschweig,3821: Treatment and disposal of non-hazardous waste,5.d,03-01-01012678650,,10.4498327838602,52.3132198214187,,,,,,,,,,,,,,
260,Deutsche Benkert GmbH & Co. KG,1812: Other printing,E_Solvents,06-05-916-0157957,,7.24256083869511,51.5491853455248,,,0.366,,,,,,,,,,,
261,Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,147: Raising of poultry,,03-91-46000702141,,8.28449721196297,52.4166531585286,,,,0.0109,,,,,,,,,,
262,Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,147: Raising of poultry,,03-91-46000702142,,8.22671688132282,52.4314743770269,,,,0.024,,,,,,,,,,
263,Deutsche Frühstücksei Anlagenverwaltung GmbH & Co. KG,147: Raising of poultry,,03-91-46000702143,,8.03200193338479,52.5749949224194,,,,0.0234,,,,,,,,,,
264,Deutsche Frühstücksei Betriebsgesellschaft mbH & Co.KG,147: Raising of poultry,,03-91-45901026410,,8.00981833936451,52.5332396143267,,,,0.0148,,,,,,,,,,
265,Deutsche Frühstücksei GmbH,147: Raising of poultry,,06-05-554-0144328,,7.20483106449824,52.1183992298491,,,,0.0195,,,,,,,,,,
266,Deutsche Frühstücksei GmbH und Co KG,147: Raising of poultry,,03-92-46000723290,,8.04657191446185,52.539385170002,,,,0.0362,,,,,,,,,,
267,Deutsche Frühstücksei GmbH und Co KG,147: Raising of poultry,,03-92-46000135760,,8.10949923248913,52.7302442862654,,,,0.011,,,,,,,,,,
268,Deutsche Giessdraht GmbH,2444: Copper production,B_Industry,06-05-100-0250990,,6.26522520673862,51.827667494287,,,,,,,0.81,,,,,,,
269,Deutsche Infineum GmbH & Co. KG,1920: Manufacture of refined petroleum products,B_Industry,06-05-300-9024240,,6.93302547768724,51.0161136322781,,,,,,,,,,,,,,
270,Deutsche Marken-Ei GmbH & Co.KG Niederlassung Wandersleben,147: Raising of poultry,,16-78-41300000094,,10.8685953582852,50.8916481817851,,,,0.0282,,,,,,,,,,
271,Diebald Lackierung Logistik GmbH & Co. KG Werk I und II,4334: Painting and glazing,E_Solvents,06-09-163-4030-0001,,12.1420391965854,47.8518409926089,,,0.258,,,,,,,,,,,
272,Diehl Metal Applications GmbH alt Schempp & Decker Präzisionsteile und Oberflächentechnik GmbH,2561: Treatment and coating of metals,B_Industry,06-11-01-2803901,,13.2866571177724,52.4164100808911,,,,,,,,,,,,,,
273,"Dirting, Michael",146: Raising of swine/pigs,,06-05-566-9960328,,7.49138439536474,52.0698946162502,,,,0.0108,,,,,,,,,,
274,Doering GmbH,2451: Casting of iron,B_Industry,06-00080320532,,8.32958218260958,50.6507719034833,,,,,,,0.575,,,,,,,
275,Domo Caproleuna GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,12033,,11.9898680556335,51.297008256304,,2.196,,,,,,,,,,,,
276,Domäne Alikendorf GbR,146: Raising of swine/pigs,,12030,,11.2862525172069,51.985259027108,,,,0.0109,,,,,,,,,,
277,Donaulegefarmen GmbH & Co. KG - Betrieb Leiterkofen,147: Raising of poultry,,06-09-375-0038-0001,,12.2976115421566,48.9755929334269,,,,0.0103,,,,,,,,,,
278,"Dorenkamp, Daniel",146: Raising of swine/pigs,,06-05-570-9923482,,8.10983565890669,51.7201660064886,,,,0.0112,,,,,,,,,,
279,Dow Deutschland Anlagenges. mbH Werk Stade,2013: Manufacture of other inorganic basic chemicals,B_Industry,03-03-03030273580,,9.50412189043018,53.640357950645,2.028,,,,,,,,,,,,,
280,Dow Olefinverbund GmbH Werk Böhlen,2014: Manufacture of other organic basic chemicals,B_Industry,14-80-54102340000,,12.3560994005555,51.1914252047494,3.744,,,,,,,,,,,,,
281,"Dow Olefinverbund GmbH, Werk Schkopau",2016: Manufacture of plastics in primary forms,B_Industry,12045,,11.9443181571528,51.395574547664,,,,,,,,,,,,,,
282,"Dr. Peus, Charlotte",146: Raising of swine/pigs,,06-05-974-0233093,,8.42540498899474,51.5470299296697,,,,0.0135,,,,,,,,,,
283,"Drees, Heinrich",146: Raising of swine/pigs,,03-85-45301164650,,7.82060769453417,52.7474657961384,,,,0.0234,,,,,,,,,,
284,Drentweder Porc GmbH,146: Raising of swine/pigs,,03-65-25101400460,,8.53479307841551,52.7376914906369,,,,0.0133,,,,,,,,,,
285,Drewitzer Sauenhaltungs GbR,146: Raising of swine/pigs,,12073,,12.1587949217727,52.2078617212004,,,,0.0151,,,,,,,,,,
286,Dyckerhoff GmbH,2351: Manufacture of cement,3.c.i,06-05-500-0106867,,7.88782764054791,52.1749858906752,0.573,,,0.0582,,,1.97,,,0.0257,,,,
287,Dyckerhoff GmbH,2351: Manufacture of cement,3.c.i,07-05-8161247,,8.03701249412367,49.6020260228561,0.992,,,0.0552,,,5.32,,,0.09559999999999999,,,,
288,Dyckerhoff GmbH Werk Amöneburg,2351: Manufacture of cement,3.c.i,06-01620010414,,8.25700175444805,50.0319095643935,0.144,,,,,,1.06,,,,,,,
289,Dyckerhoff GmbH Werksgruppe Nord-Werk Geseke-,2351: Manufacture of cement,3.c.i,06-05-900-0009912,,8.50439288084779,51.6225605185145,0.289,,,0.0246,,,0.684,,,0.0119,,,,
290,Dyneon GmbH,2016: Manufacture of plastics in primary forms,B_Industry,06-09-171-0011--C01,,12.7259317341591,48.1816609916061,,,,,,,,,,,,,,
291,E. und M. Schweinemast GmbH & Co. KG,146: Raising of swine/pigs,,12122,,10.8258839741443,51.9494441322004,,,,0.0137,,,,,,,,,,
292,E.B.M. GmbH & Co.KG,147: Raising of poultry,,03-92-46000150180,,8.20761870583955,52.7297447872644,,,,0.0156,,,,,,,,,,
293,EBE Holzheizkraftwerk GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-10-10102275040,,6.87344826377587,52.61934123977,,,,,,,,,,,,,,
294,EEW Energy from Waste Großräschen GmbH,3511: Production of electricity,J_Waste,12-40665570000,,13.9774464755681,51.5819631701438,0.109,,,,,,,,,,,,,
295,EEW Energy from Waste Hannover GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-06-06060181710,,9.85302739712608,52.4120907885904,0.203,,,,,,,,,,,,,
296,EEW Energy from Waste Helmstedt GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-01-01000259750,,10.9777511752996,52.1700500859293,0.36,,,,,,,,,,,,,
